hike_name,hike_id,numReports,total_dist,elevation gain,time_from_seattle,Coast,stars,Dogs allowed on leash,Established campsites,Fall foliage,Good for kids,Lakes,Mountain views,Old growth,Ridges/passes,Rivers,Summits,Waterfalls,Wildflowers/Meadows,Wildlife
Foster and Marsh Island Loop,1488,11,,,10.08333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Palisades Park,1489,1,7,500,255.5166667,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
Rock Creek - Red Pass Loop,1490,3,17,5600,53.65,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Ragged Ridge,1491,1,15.1,3000,,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Jug Lake,1492,12,7.4,1485,147.5,0,2.6,0,1,0,0,1,0,0,0,0,0,0,0,0
Chamna Natural Preserve,1493,4,3,350,248.0666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
East Rim Waterworks Canyon,1494,22,,,148.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Angeles,1495,21,6.25,1254,176.9,1,3.5,0,0,0,0,0,1,0,0,0,1,0,0,0
Horan Natural Area,1496,9,2.5,640,147.0333333,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Horse Lake Reserve,1497,9,,,158.3166667,0,4,0,0,0,1,0,1,0,0,0,1,0,0,1
Norway Pass,1498,67,4.4,860,186.8166667,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0
Swofford Pond,1499,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lower Falls Creek Trail,1500,24,5,800,234.1166667,0,3.5,0,0,0,1,0,0,0,0,1,0,0,0,0
Bourdeaux Ghost Town,1501,3,,,82.65,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Potholes Wildlife Area - Dunes Ramble,1502,3,4,1100,168.2166667,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1
Lakes Basin Loop,1503,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grouse Mountain,1504,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Lake Loop,1505,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rain Shadow Loop,1506,8,0.5,170,178.7833333,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0
"Everett Arboretum, Grand Ave Park, Everett Community College, Legion Park",1507,7,,,39.53333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Silver Lake Loop to McCullum Park,1508,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Trail,1509,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Springs Trail,1510,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interurban Trail (South),1511,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lake Constance,1512,44,4,3300,,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Falls,1513,5,,,,0,2.4,0,0,1,1,0,0,1,0,0,0,0,0,0
Capitol State Forest - Bob Bammert Grove Loop,1514,3,,,105.8333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bertha May and Granite Lakes,1515,4,4,200,128.5333333,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Kamiak Butte,1516,12,3.5,900,269.0833333,0,3.29,0,0,0,0,0,1,0,0,0,0,0,0,1
Deep Lake,1517,4,5,900,,0,2.75,1,1,0,1,0,0,1,1,0,0,0,0,0
Shellrock Lake,1518,20,10,1900,143.9666667,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Deer and Sand Lake,1519,27,5.2,960,144.55,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortune Ponds,1520,18,13,2700,109.8166667,0,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0
Red Mountain,1521,96,2,700,142.2666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Skokomish River and Flapjack Lakes,1522,94,15,3200,131.5,0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0
Hungry Mountain,1523,1,8.4,2180,,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
Eagle Peak Saddle,1524,51,7,2910,124.7333333,0,3.5,0,0,0,0,0,1,1,0,0,0,0,0,1
Badger Peak,1525,6,1.75,700,195.9833333,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Craggy Peak,1526,3,11,1800,253.15,0,3.17,0,0,0,0,0,1,1,0,0,0,0,0,0
Antoine Peak Conservation Area - Summit Loop,1527,7,5.5,600,267.8833333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Peak Conservation Area,1528,9,9,732,267.5833333,0,5,1,0,0,1,0,1,0,0,0,1,0,0,1
Tucannon River - Rattlesnake Loop,1529,1,21,2700,324.05,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1
Deep Ravine Loop Trail,1530,0,2,200,254.1166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chief Sealth Trail,1531,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wynoochee Falls,1532,4,,,171.7333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Tiger Four-Summit Loop,1533,2,9.6,2830,23.98333333,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Marckworth Forest,1534,4,,,63.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sa Teekh Wa Trail,1535,2,,,218.8333333,0,4,1,0,1,1,0,1,0,0,0,0,0,0,1
Twisp River Rearing Ponds,1536,1,,,230.6333333,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Leecher Mountain Lookout,1537,2,2.4,5008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stormy Mountain Summit,1538,3,13,5500,199.8166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St'auk Mountain,1539,1,,,100.2666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UW Bothell-Cascadia Community College Wetlands,1540,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Ridge,1541,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Lake #78,1542,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scriber Lake,1543,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robinswood Park,1544,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbia River Waterfront Renaissance Trail,1545,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxbow Regional Park,1546,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camano Island State Park,1547,30,2.5,200,83.06666667,0,2.62,0,0,0,1,0,0,0,0,0,0,0,0,0
Kayak Point Park,1548,5,,,56.2,1,3.25,0,1,0,1,0,0,0,0,0,0,0,0,0
Quarry,1549,46,,,31.68333333,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Trail,1550,4,2.4,1340,189.6,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0
Spokane Gulch,1551,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahale Peak,1552,1,,,170.6166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Leona,1553,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colchuck Peak,1554,6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Fork Quinault River,1555,9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stiletto Lake,1556,5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmon Creek Trail,1557,13,5,30,152.5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Catherine Creek - Natural Arch,1558,9,2.1,250,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Bullion Basin,1559,34,7,1500,102.7,0,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0
Mine Road Trail,1560,10,4,650,81.41666667,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Pacific Northwest Trail,1561,16,,,76.65,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary E. Theler Wetlands Nature Preserve,1562,15,3.5,50,75.08333333,0,3.11,0,0,0,1,0,0,0,0,0,0,0,0,0
Hardy and Rodney Falls,1563,11,3.5,1200,190.3666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Spokane - Hay Ridge Loop,1564,1,,,314.3833333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Mount Spokane - Trail 130,1565,21,,,293.95,0,4,1,0,1,1,0,1,1,0,0,0,0,0,1
Mount Spokane - Trail 110/140 Loop,1566,4,6,1100,314.3833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Spokane - Trail 110,1567,9,7.5,1750,,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1
Oregon Butte,1568,13,6,987,339.5166667,0,3.5,0,1,0,0,0,1,0,1,0,0,0,0,1
Feryn Ranch Conservation Area,1569,2,,,272.9666667,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1
Kachess Lake,1570,11,1,50,71.78333333,0,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0
Deception Crags,1571,1,1,250,47.28333333,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Gardner,1572,25,12,1500,62.58333333,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,1
Cave Ridge,1573,23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alpine Lookout,1574,50,10,2600,136.8833333,0,3.33,0,0,0,0,0,1,0,0,0,0,0,0,1
Rainier View,1575,22,2.4,300,114.6666667,0,4.25,0,0,0,1,0,1,0,0,0,0,0,0,1
Old Sauk ADA Loop,1576,8,1,200,89.18333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Lake Wenatchee State Park,1577,6,2.5,75,137.8833333,0,2.75,1,1,0,1,1,0,0,0,0,0,0,0,0
Goat Island Mountain,1578,12,13,3700,106.7333333,0,4,0,0,0,0,0,1,1,1,0,1,0,0,0
Esmeralda Peak (Esmerelda),1579,14,,,137.7833333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkins Mountain,1580,21,10,3360,121.1166667,0,3.5,0,0,0,0,0,1,0,0,0,1,0,0,0
Lighthouse Marine Park,1581,1,,,144.1333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Monument Park,1582,1,0.25,135,145.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lily Point Park,1583,1,,,143.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Chewelah Peak,1584,1,4,1851,323.4666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Canoe Peak,1585,5,3,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patos Island,1586,1,1.5,30,225.1333333,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Pilchuck Tree Farm,1587,4,4.75,800,,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
Mount Spokane State Park - Quartz Mountain,1588,3,,,314.3833333,0,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0
Shoe Lake,1589,31,14,2200,143.0666667,0,3.86,1,0,0,0,0,1,0,1,0,0,0,0,1
Denman Falls,1590,1,,,102.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenbank Farm,1591,5,3,275,133.3666667,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Green to Cedar River Trail,1592,8,5.56,50,40.25,0,3.8,1,0,0,1,0,0,0,0,0,0,0,0,1
Breeden Road - Wall Lake,1593,0,8,100,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Natapoc Mountain,1594,3,10,2124,135.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jester Mountain,1595,3,4.5,628,106.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Headquarters Trail,1596,0,,,344.3166667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
McDowell Marsh Environmental Education Trail,1597,1,,,344.3666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Log Flume,1598,1,,,339.2166667,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Canyon,1599,89,7,1250,154.8833333,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,1
Pretzel Tree Trail,1600,13,0.3,350,29.6,0,3.33,0,0,0,1,0,0,1,0,0,0,0,0,0
Florence Peak,1601,7,8,3700,80.31666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squak Mountain Access Trail,1602,21,,,25.71666667,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
McGee Ranch,1603,1,,,,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Chadwick Hill,1604,3,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Point Colville,1605,1,,,,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Dog Mountain (North Fork Snoqualmie),1606,29,9,3800,100.8333333,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1
Seeley Lake Park,1607,1,,,45.75,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Mount Pickett,1608,2,3,700,235.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Little Ranger Peak,1609,38,12,2500,89.25,0,3.17,1,0,0,1,0,0,1,0,0,0,0,0,1
Westport Light Trail,1610,5,,,137.2166667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Harris Lake Trail,1611,1,8,1300,66.98333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifteenmile Creek Railroad Grade,1612,11,,,50.51666667,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Dry Creek,1613,5,7,2800,141.0166667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
East Ridge Trail,1614,14,,,28.03333333,0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,1
May Valley Trail,1615,47,,,29.6,0,2.8,1,0,0,0,0,0,0,0,1,0,0,0,1
East Side Trail,1616,29,,,26.96666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Summit Trail,1617,16,,,45.38333333,0,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0
Coal Mine,1618,12,,,28.31666667,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,1
Central Peak,1619,86,1.8,2025,30.33333333,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1
Bullitt Gorge,1620,28,,,45.28333333,0,2.4,1,0,0,1,0,0,0,0,0,0,0,0,1
West Peak,1621,18,,,34.08333333,0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,1
Phil's Creek,1622,34,,,44.76666667,0,3.25,0,0,0,1,0,0,0,0,0,0,0,0,1
Perimeter Loop Trail,1623,29,,,41.25,0,3.5,0,0,0,1,0,0,0,0,0,0,0,0,1
Old Griz,1624,18,,,45.36666667,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1
Bullitt Access Trail,1625,46,,,25.01666667,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Chybinski Loop,1626,35,,,28.35,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
North Lost Lake Trail,1627,14,,,87.73333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Whiskey Dick Wildlife Area - Bitterroot Trail,1628,3,1,185,151.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskey Dick Wildlife Area - Backcountry Trail,1629,8,0.8,80,151.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whiskey Dick Wildlife Area - Bluebird Trail,1630,5,1.7,315,151.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Whiskey Dick Wildlife Area - Ridgeline Solar Trail,1631,2,2.4,320,151.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Iron Goat Trail Snowshoe,1632,5,,,93.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deschutes River,1633,3,4.6,650,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Big Chief Mountain,1634,4,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Tree Ridge,1635,14,,,19.3,0,3.25,1,0,0,1,0,0,0,1,0,0,0,0,0
Puget Power,1636,9,,,19.85,0,2.75,0,0,0,1,0,0,0,0,0,0,0,0,0
Gombu Wilderness Cliffs,1637,41,,,28.56666667,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Far Country,1638,19,,,,0,2.8,1,0,0,1,0,0,0,0,0,0,0,0,1
Deer Ridge,1639,46,10.4,2800,139.8333333,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Cedar Tree,1640,3,0.5,80,160.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Pass Hill,1641,3,,,101.8666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nolte State Park,1642,7,,,56.68333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Cairn Hill,1643,1,5,850,102.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Protector Trail,1644,6,,,27.31666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Name,1645,1,,,23.41666667,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
By Pass Trail,1646,25,,,24.96666667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Cedars,1647,5,,,22.33333333,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
White Salmon Road Snowshoe,1648,1,,,155.7666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ames Lake Forest,1649,3,,,37.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bear Ridge,1650,20,,,21.1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Nike Horse Trail,1651,21,,,24.96666667,0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Mine Shaft Trail,1652,15,,,24.96666667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cave Hole,1653,65,,,22.76666667,0,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0
Old Man's Trail,1654,31,,,24.96666667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tiger Traverse,1655,23,,,35.96666667,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
South Tiger Powerline,1656,5,,,36.81666667,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Canyon of Fifteenmile Creek,1657,9,1.4,350,,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonneville Trail,1658,5,,,20.16666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Pit Road,1659,16,,,24.96666667,0,2.75,0,0,0,1,0,0,0,0,0,0,0,0,0
East Fork,1660,12,,,27.41666667,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Fred's Railroad,1661,47,,,24.96666667,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingering Trail,1662,25,1,400,24.33333333,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Ann,1663,3,10.5,4000,168.3333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Avalanche Mountain,1664,3,8.5,3000,56.23333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Frog Lake - Crab Creek - Marsh Loop Trails,1665,10,3,50,175.8833333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
White River to Sunrise,1666,8,6,2100,112.6333333,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Bridge Trail - (Hardy Ridge Connector),1667,5,,,201.7333333,0,2.33,0,0,0,1,0,0,0,0,0,0,0,0,0
Thomas Mountain,1668,7,8,3400,73.83333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Roaring Ridge Snowshoe via Road 9070,1669,2,10,3200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Mountain,1670,3,12,5280,97.13333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teanaway Butte via Jungle Creek,1671,2,8,2150,128.0833333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olney Falls,1672,5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cowboy Mountain,1673,1,,,,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Low Mountain,1674,4,6,3300,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grass Mountain,1675,4,8,2129,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Grass Mountain West,1676,1,8.5,4382,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Blowout Mountain,1677,4,4.6,650,,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1
Gold Creek Trail,1678,32,,,79.35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Wenatchee Mountain,1679,1,,,212.1333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foothills Trail,1680,2,,,35.16666667,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Jack Pine Trail,1681,1,,,167.0333333,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Fortune Creek Pass,1682,3,,,138.2166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wallaby Peak,1683,1,6,2900,187.0333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finner Creek,1684,1,,,150.7833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poo Top,1685,29,0.8,2948,24.43333333,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Gas Line Trail,1686,5,,,79.36666667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
West Tiger 2,1687,66,7.8,2300,21.6,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Talus Rock Trail,1688,23,,,21.76666667,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Seattle View Trail,1689,0,,,64.16666667,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Railroad Grade,1690,15,2.6,900,42.73333333,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
One-View Trail,1691,40,,,24.43333333,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
West Side Road,1692,10,,,,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight's Way,1693,30,,,24.33333333,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Bootleg Trail,1694,40,4.6,1300,24.33333333,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Jones Island Trail,1695,2,,,221.5666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Pass,1696,0,,,,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1
Tieton Pond Snowshoe,1697,2,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Monte Cristo,1698,5,5,400,264.0666667,0,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0
Chihuly Trail,1699,2,,,140.35,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Smith Creek,1700,3,6,200,223.15,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Tieton Meadows,1701,4,3.5,200,167.8166667,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1
St. Cloud,1702,2,1,50,182.9666667,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0
White River Snowshoe,1703,6,4,400,155.4,0,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
Sasse Ridge Snowshoe,1704,2,15,2700,113.45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Kautz Creek Snowshoe,1705,12,11,2800,125.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cramer Lake Snowshoe,1706,1,9,800,145.1333333,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle Fork Nooksack River Snowshoe,1707,1,7,900,134.05,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,1
Brink Trail,1708,6,,,23.88333333,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0
K-3 Trail,1709,16,,,49.68333333,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Bus Trail,1710,41,0.7,200,23.71666667,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0
Phils Trail - Thrush Gap Loop,1711,15,7,1606,30.43333333,0,2.25,0,0,0,0,0,0,1,0,0,1,0,0,0
South Whidbey State Park,1712,15,2.7,200,136.1166667,0,3.83,0,0,0,0,0,0,1,0,0,0,0,0,0
Sleepy Hollow Trail,1713,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Louis Falls and Mines,1714,2,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blackbird Island - Waterfront Park,1715,5,2,100,140.0833333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hope Island,1716,2,,,80.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kraule - Sunnyside,1717,1,6,300,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dorothy Cleveland Trail,1718,2,,,159.7333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mohawk Falls and Mohawk Mine,1719,8,0.6,200,90.23333333,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Haystack Mountain,1720,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monahan Mountain,1721,1,5,1600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Peak Snowshoe,1722,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom Peak,1723,2,,,131.2833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alki Crest,1724,5,,,80.31666667,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Voodoo Peak,1725,1,,,111.1833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gray Peak,1726,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Peak Snowshoe,1727,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spinnaker Peak Snowshoe,1728,2,,,105.3833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elger Bay Preserve,1729,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scout Patrol Peak,1730,4,3,2724,74.53333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maple Hollow Park,1731,1,,,68.36666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sentinel Mountain,1732,1,,,172.9666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Judi's Peak,1733,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaconda Peak,1734,4,,,80.43333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary's Peak,1735,2,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eldorado Peak,1736,3,10,6716,152.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copper Mountain,1737,1,,,130.0833333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Iron Mountain,1738,1,,,130.0833333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Union Peak,1739,7,,,121.8166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jove Peak,1740,3,,,121.8166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loser Ridge Snowshoe,1741,1,8.6,2200,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
